,content,score,label,sentiment,length,num_word,encoded
462,bỉm suông chứ không phải bo mông quá thất vọng,1,0,negative,46,10,"[[  6 468 469  42 470 198 197  35 356   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2593,shop giao hàng cận date quá hàng sản xuất từ 2019 bây giờ vẫn còn để bán làm mình ngại với khách luôn,2,0,negative,101,23,"[[133 112  44 431 400  35  44 757 377 926 308  65 157 205 206 246  39 895
   10  36 134   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2309,đặt màu cam lại giao màu xanh vậy ai dám đặt nữa,1,0,negative,48,12,"[[149 483 531 121 112 483 841 155 416 369 149  51   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1006,,2,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
31,,2,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
246,khách mua ngũ cốc bầu giao ngũ cốc lợi sữa khách k hài lòng,2,0,negative,59,14,"[[ 36  93 219 254 112 219 220  58  36  69 164   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2428,,2,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
852,đặt dầu húng chanh mà đi gửi cái này chán quá tệ,1,0,negative,48,12,"[[149 290 247 217 289 330 173 154 601  35 436   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
368,,1,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1250,quá nhỏ chỉ vừa đầu bé 6thang vành gội đầu mỏng,1,0,negative,47,11,"[[ 35  30 295   9 240  12 676 677 678 240   8   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1995,ncc làm ăn ko kỹ lưỡng đặt cỗm trĩ não mà giao si rô liên lạc thì ko được chán mong rằng đổi hàng cho mình sớm,1,0,negative,110,27,"[[100 435  49 834 149 835 836 837 217 112 838 839 293 140  49  54 601  99
  756  62  44 102  39 840   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1804,gạc khô và mùi khó chịu giống mùi dầu đốt,1,0,negative,41,10,"[[791 485  48 212 798 453 212 290 651   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1825,chất lượng sản phẩm rất kém làm cay mắt,1,0,negative,39,9,"[[  2   3  41 534 246 560 808   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
461,khách nói mang sao hay dính bông vào mông baby,2,0,negative,46,10,"[[ 36  37 464  92 318 465 466 363 197 467   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
462,bỉm suông chứ không phải bo mông quá thất vọng,1,0,negative,46,10,"[[  6 468 469  42 470 198 197  35 356   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2252,bình nước đẹp,1,0,negative,13,3,"[[108  89  95   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1805,gạc mùi rất khó chịu giống như mùi nhựa vậy cảm thấy k đảm bảo khi dùng cho trẻ,1,0,negative,79,19,"[[791 212  41 798 453  71 212 799 155 427  69 540 248  21 102 395   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2250,thì ko mềm,2,0,negative,10,3,"[[140  49 710   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2571,đóng gói sản phẩm kém hộp méo mó bánh ở trong k giống hình ảnh minh hoạ ngoài hộp mong nhà cung cấp lần sau giao đúng giùm,2,0,negative,122,28,"[[ 94   3 534  76  77 907 378 119  69 453 657 924 130  76  99  38 311  91
  152 112 144 925   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
851,gửi thiếu sản phẩm,1,0,negative,18,4,"[[330 380   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1756,mình đặt 2 sản phẩm mà ncc giao chỉ có 1 trên phiếu giao hàng cũng ghi có 1 sản phẩm mình liên hệ hổ trợ của selly chỉ cần bạn hổ trợ đó nhắn ncc check dùm lại là xong bắt gửi video khui hàng thủ tục rườm rà đánh giá 2 sao cho quy trình này còn chất lượng của sản phẩm thì ok nhé mình luôn tin dùng sản phẩm của maya nhé,2,0,negative,320,76,"[[ 39 149 236   3 217 100 112 295  46 185 169 249 112  44 238 301  46 185
    3  39 777 778 779 175 127 295  27 684 778 779 317 780 100 267 294 121
  109 447 781 330 782 297  44 783 784 184 236  92 102 785]]"
847,hộp vẫn còn màng co bao bọc và tem bên ngoài sản phẩm vẫn còn nguyên vẹn nhưng tem trên chai dầu đã bị mở và dính vào bên trong mong nhà cũng cấp xem xét lại giúp khiếu nại trên selly thì ko đc,2,0,negative,193,45,"[[ 76  65 157 577  88 592  48  70 126 130   3  65 157 593  15  70 169 381
  290 210  43 321  48 465 363 126 119  99  38 238 594 460 503 595 169 127
  140  49 162   0   0   0   0   0   0   0   0   0   0   0]]"
2054,sản phẩm hộp sữa đã nhận bị móp méo k hài lòng,1,0,negative,46,12,"[[  3  76  58 210 161  43 171 120  69 164   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
452,đặt ngũ cốc lợi sữa thì ra sp này,1,0,negative,33,9,"[[149 219 220  58 140 271  52 154   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
463,,1,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
552,hàng bị lỗi nhà cung cấp quá tệ mọi người không nên bán mất uy tín,1,0,negative,66,16,"[[ 44  43 497  38 311  35 436  19  20  42 143 206 150 325   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2480,chất lượng sản phẩm kém,2,0,negative,23,5,"[[  2   3 534   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1756,mình đặt 2 sản phẩm mà ncc giao chỉ có 1 trên phiếu giao hàng cũng ghi có 1 sản phẩm mình liên hệ hổ trợ của selly chỉ cần bạn hổ trợ đó nhắn ncc check dùm lại là xong bắt gửi video khui hàng thủ tục rườm rà đánh giá 2 sao cho quy trình này còn chất lượng của sản phẩm thì ok nhé mình luôn tin dùng sản phẩm của maya nhé,2,0,negative,320,76,"[[ 39 149 236   3 217 100 112 295  46 185 169 249 112  44 238 301  46 185
    3  39 777 778 779 175 127 295  27 684 778 779 317 780 100 267 294 121
  109 447 781 330 782 297  44 783 784 184 236  92 102 785]]"
2252,bình nước đẹp,1,0,negative,13,3,"[[108  89  95   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2427,chất lượng sản phẩm kém,2,0,negative,23,5,"[[  2   3 534   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2479,bá g bể vụn ko bên mua,2,0,negative,22,7,"[[915 916 500 917  49 126  93   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1756,mình đặt 2 sản phẩm mà ncc giao chỉ có 1 trên phiếu giao hàng cũng ghi có 1 sản phẩm mình liên hệ hổ trợ của selly chỉ cần bạn hổ trợ đó nhắn ncc check dùm lại là xong bắt gửi video khui hàng thủ tục rườm rà đánh giá 2 sao cho quy trình này còn chất lượng của sản phẩm thì ok nhé mình luôn tin dùng sản phẩm của maya nhé,2,0,negative,320,76,"[[ 39 149 236   3 217 100 112 295  46 185 169 249 112  44 238 301  46 185
    3  39 777 778 779 175 127 295  27 684 778 779 317 780 100 267 294 121
  109 447 781 330 782 297  44 783 784 184 236  92 102 785]]"
450,đặt 1 loại giao 1 loại đây là lần thứ 2 bị của shop rồi giờ t muốn đổi sp thì làm tn,1,0,negative,84,23,"[[149 185 345 112 185 345 343 109  91 256 236  43 175 133 181 329 331 350
   62  52 140 246 462   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2481,khách kêu bánh bị vỡ hết quá thất vọng,1,0,negative,38,9,"[[ 36 471 907  43 597 110  35 356   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2054,sản phẩm hộp sữa đã nhận bị móp méo k hài lòng,1,0,negative,46,12,"[[  3  76  58 210 161  43 171 120  69 164   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2015,đặt mua màu xanh mà shop giao màu hồng ko biết có nhầm lẫn gì ko nữa bé trai mà xài màu hồng nó hơi kì,1,0,negative,102,26,"[[149  93 483 841 217 133 112 483 842  49 227  46 844 284  49  51  12 845
  217  16 483 842 563   7 846   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1756,mình đặt 2 sản phẩm mà ncc giao chỉ có 1 trên phiếu giao hàng cũng ghi có 1 sản phẩm mình liên hệ hổ trợ của selly chỉ cần bạn hổ trợ đó nhắn ncc check dùm lại là xong bắt gửi video khui hàng thủ tục rườm rà đánh giá 2 sao cho quy trình này còn chất lượng của sản phẩm thì ok nhé mình luôn tin dùng sản phẩm của maya nhé,2,0,negative,320,76,"[[ 39 149 236   3 217 100 112 295  46 185 169 249 112  44 238 301  46 185
    3  39 777 778 779 175 127 295  27 684 778 779 317 780 100 267 294 121
  109 447 781 330 782 297  44 783 784 184 236  92 102 785]]"
2252,bình nước đẹp,1,0,negative,13,3,"[[108  89  95   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
20,tả mõng quá,1,0,negative,11,3,"[[14 34 35  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
328,e nói thật luôn e lấy 6hop uống rồi nhưng sáng nay ngày 25 e mở hộp ra pha cho con nhưng e thất vọng với shop wa sữa mở ra rồi đùng dao cho khách nhưng thất vọng hơn cái nữa là e vẫn lấy sữa pha cho con uống nhưng trong sữa có nhưng hạt nhỏ nhỏ trong trong dẻo dẻo i pha vào nước mới thấy những hột trong đó sáng bận đi làm wa nên e ko kịp chụp lại cho mọi người xem chắc e ko dám cho con uong sữa này nữa đâu cân nhăc cho c nào lấy sữa cho con uống thì kiểm tra kỹ nha,1,0,negative,469,114,"[[351  37  87 134 351 115 352  40 181  15 353  53 229 354 351 321  76 271
  355 102 106  15 351 356  10 133 357  58 321 271 181 358 359 102  36  15
  356  29 173  51 109 351  65 115  58 355 102 106  40  15]]"
2533,,1,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1804,gạc khô và mùi khó chịu giống mùi dầu đốt,1,0,negative,41,10,"[[791 485  48 212 798 453 212 290 651   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1878,,1,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
2429,,1,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
2021,hàng mình nhận như này nhé các bạn không có họa tiết nhã nhặn nào như hình của nhà cung cấp mình đặt cho khách 3 hộp đều màu xanh đỏ tím vàng và đen hoặc trắng thôi xem hàng xong khách trả lại mình luôn nhắn hỗ trợ thì selly bảo rằng nhà cung cấp đã mô tả là màu ngẫu nhiên không giúp gì mình ôi trời 100 khách mua hàng vì cái ảnh ảnh đăng lên thì họa tiết màu sắc dịu dàng dễ chịu bao nhiêu còn thực tế thì thà đăng cái ảnh đúng xanh đỏ tím vàng như này từ đầu như là hình trên shopee này ai thích thì vẫn mua đã thế khăn còn sx từ năm 2018 hộp cũ kĩ nói chung bái bai nhà cung cấp và selly mình nhập chỗ khác cho uy tín,1,0,negative,621,145,"[[ 44  39 161  71 154  18  45 684  42  46 847 848 849 374  71 446 175  38
  311  39 149 102  36 399  76 392 483 841 850 851 558  48 557 428 822 299
  179  44 447  36 280 121  39 134 780 564 140 127 105 756]]"
850,bảo tặng siro nhưng ki có,2,0,negative,25,6,"[[105  55 530  15 602  46   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
848,đặt 2 hộp nhưng tem dán khác nhau ko có phiếu bảo hành hoang mang quá,2,0,negative,69,16,"[[149 236  76  15  70 596 537 538  49  46 249 266 518  35   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
847,hộp vẫn còn màng co bao bọc và tem bên ngoài sản phẩm vẫn còn nguyên vẹn nhưng tem trên chai dầu đã bị mở và dính vào bên trong mong nhà cũng cấp xem xét lại giúp khiếu nại trên selly thì ko đc,2,0,negative,193,45,"[[ 76  65 157 577  88 592  48  70 126 130   3  65 157 593  15  70 169 381
  290 210  43 321  48 465 363 126 119  99  38 238 594 460 503 595 169 127
  140  49 162   0   0   0   0   0   0   0   0   0   0   0]]"
1756,mình đặt 2 sản phẩm mà ncc giao chỉ có 1 trên phiếu giao hàng cũng ghi có 1 sản phẩm mình liên hệ hổ trợ của selly chỉ cần bạn hổ trợ đó nhắn ncc check dùm lại là xong bắt gửi video khui hàng thủ tục rườm rà đánh giá 2 sao cho quy trình này còn chất lượng của sản phẩm thì ok nhé mình luôn tin dùng sản phẩm của maya nhé,2,0,negative,320,76,"[[ 39 149 236   3 217 100 112 295  46 185 169 249 112  44 238 301  46 185
    3  39 777 778 779 175 127 295  27 684 778 779 317 780 100 267 294 121
  109 447 781 330 782 297  44 783 784 184 236  92 102 785]]"
1495,,2,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
848,đặt 2 hộp nhưng tem dán khác nhau ko có phiếu bảo hành hoang mang quá,2,0,negative,69,16,"[[149 236  76  15  70 596 537 538  49  46 249 266 518  35   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
367,,1,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1103,giáo hàng nhanh,1,0,negative,15,3,"[[264  44 117   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
449,mua ngũ cốc lợi sữa mà giao ngũ cốc bầu sao khách dám mua lần sau nữa mong nhà cung cấp xem xét lại về vấn đề này giao đúng mẫu hàng khách đặt hơn,1,0,negative,146,35,"[[ 93 219 220  58 217 112 219 459  36 369  93  91 152  51  99  38 311 460
  258 461 154 112 144 424  44  36 149  29   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
448,thời gian giao hàng chậm,2,0,negative,24,5,"[[122 112  44 221   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
20,tả mõng quá,1,0,negative,11,3,"[[14 34 35  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
2360,gối nhỏ,1,0,negative,7,2,"[[477  30   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1510,khách phản hồi khăn bị đổ lông,2,0,negative,30,7,"[[ 36 235 654  43 637 718   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2174,giao bị thiếu núm nhai,1,0,negative,22,5,"[[112  43 380 815 886   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1006,,2,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1804,gạc khô và mùi khó chịu giống mùi dầu đốt,1,0,negative,41,10,"[[791 485  48 212 798 453 212 290 651   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2054,sản phẩm hộp sữa đã nhận bị móp méo k hài lòng,1,0,negative,46,12,"[[  3  76  58 210 161  43 171 120  69 164   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
103,khách ko quét được mã vạch khách k hài lòng nên đợi sử dụng sp xem thế nào rồi tính tạm thời đánh giá 1 sao,1,0,negative,107,26,"[[ 36  49 176  54 177  36  69 164 143 178 125  52 179 180 181 182 183 184
  185  92   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
20,tả mõng quá,1,0,negative,11,3,"[[14 34 35  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
247,giao hàng lâu hơn so với dự kiến quan trọng là giao k đúng sản phẩm,1,0,negative,67,16,"[[112  44 113  29 129  10 265 286 109 112  69 144   3   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
847,hộp vẫn còn màng co bao bọc và tem bên ngoài sản phẩm vẫn còn nguyên vẹn nhưng tem trên chai dầu đã bị mở và dính vào bên trong mong nhà cũng cấp xem xét lại giúp khiếu nại trên selly thì ko đc,2,0,negative,193,45,"[[ 76  65 157 577  88 592  48  70 126 130   3  65 157 593  15  70 169 381
  290 210  43 321  48 465 363 126 119  99  38 238 594 460 503 595 169 127
  140  49 162   0   0   0   0   0   0   0   0   0   0   0]]"
1877,nắp không gài đc hàng nhỏ xíu đổ thuốc ra ngoài hết trơn không cho bé uống đc gì mn ko nên mua,1,0,negative,94,23,"[[170  42 816 162  44 702 637 576 271 130 110 817  42 102  12  40 162 284
  701  49 143  93   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
32,,1,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
850,bảo tặng siro nhưng ki có,2,0,negative,25,6,"[[105  55 530  15 602  46   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
249,khách đặt 2 hộp nhưng chỉ giao có 1 hộp khách tin tưởng nên nhờ người nhận dùm khi khui hàng ra kiểm tra thì có 1 hộp thôi không hiểu sao có 1 hộp mà ghi 1 6 kg được giao 1 hộp nhưng thu 580k,1,0,negative,191,47,"[[ 36 149 236  76  15 295 112  46 185  76  36 296 143 241  20 161 294 248
  297  44 271 298 140  46 185  76 299  42 300  92  46 185  76 217 301 185
  302 139  54 112 185  76  15 303 304   0   0   0   0   0]]"
2305,chất lượng sản phẩm tuyệt vời,1,0,negative,29,6,"[[2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
2429,,1,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
852,đặt dầu húng chanh mà đi gửi cái này chán quá tệ,1,0,negative,48,12,"[[149 290 247 217 289 330 173 154 601  35 436   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2533,,1,0,negative,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1877,nắp không gài đc hàng nhỏ xíu đổ thuốc ra ngoài hết trơn không cho bé uống đc gì mn ko nên mua,1,0,negative,94,23,"[[170  42 816 162  44 702 637 576 271 130 110 817  42 102  12  40 162 284
  701  49 143  93   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
850,bảo tặng siro nhưng ki có,2,0,negative,25,6,"[[105  55 530  15 602  46   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1803,nghĩ sao z shop đặt gạc rơ lưỡi giao khăn lau hạ sốt bị khách chửi rồi nè,2,0,negative,73,18,"[[643  92 568 133 149 791 766 794 112 654 795 796 797  43  36 319 181 535
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
246,khách mua ngũ cốc bầu giao ngũ cốc lợi sữa khách k hài lòng,2,0,negative,59,14,"[[ 36  93 219 254 112 219 220  58  36  69 164   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
247,giao hàng lâu hơn so với dự kiến quan trọng là giao k đúng sản phẩm,1,0,negative,67,16,"[[112  44 113  29 129  10 265 286 109 112  69 144   3   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2172,rất không hài lòng với chính sách ưu đãi mua rồi mới có thưởng 20 doanh số,1,0,negative,74,17,"[[ 41  42 164  10 882 707  93 181 239  46 883 884 885   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1920,đóng gói đẹp chắc chắn nhưng sản phẩm k có nhãn phụ và không hề có hsd và nsx mong nhà cung cấp xem lại nước giặt rất thơm và nhiều bọt nhưng vấn đề hsd k có cũng hơi hoang mang,2,0,negative,177,42,"[[ 94  95  96  15   3  69  46 819 820  48  42 821  46 587  48 586  99  38
  311 438  89 746  41  98  48  86 619  15 461 587  69  46 238   7 518   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2183,đóng gói sản phẩm kém mong shop cải thiện,2,0,negative,41,9,"[[ 94   3 534  99 133 776   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
